collected_duration,collection_duration,filtered_duration,filtration_duration,transportation_duration
7.616000000000006,0.00019628641894087195,6.752,0.1149247961002402,0.001659166009631008
13.28000000000001,0.0002663291525095701,7.808,0.06907686236081645,0.0015994999557733536
11.616000000000009,0.0002339127822779119,5.728,0.060124745359644294,0.001340040995273739
8.160000000000005,0.00017282168846577406,7.744,0.04386421066010371,0.0016952080186456442
11.136000000000008,0.00022736715618520975,5.28,0.058256365766283125,0.0012717080535367131
12.41600000000001,0.0002517004031687975,6.656,0.06447317131096497,0.0013943749945610762
6.656000000000005,0.00013411493273451924,5.824,0.035130708827637136,0.001523457991424948
12.51200000000001,0.00030539900762960315,6.656,0.06762800202704966,0.0014464580453932285
12.92800000000001,0.00025773857487365603,7.136,0.06593534001149237,0.0013635409995913506
11.072000000000008,0.00020891230087727308,5.28,0.054952170059550554,0.0011247500078752637
